Descrição do Item,Categoria,Valor,Data
estante em metal cinza para escritório - Ref: H675,Mobiliário e Equipamento de Escritório,5337.76€,09.11.2023
Formação em gestão de equipas remotas para colaboradores - online 16 horas - Fatura nº 7383/2024,Formação e Desenvolvimento,553.90 €,2023-07-30
Contratação de seguro de responsabilidade civil - cobertura all-risk (Fidelidade) (NIF: 1176910193),Seguros,5421.57€,07/12/2023
Serviço jurídico de direito laboral - elaboração de parecer (NIF: 5275831106),Serviços Jurídicos,6712.06 €,03.04.2023
Consultoria em transformação digital - pontual (Período: Mar/2024),Serviços de Consultoria,296.62 €,15-11-2023
Serviço de auditoria operacional trimestral conforme ISO 9001 - Fatura nº 5933/2024,Serviços de Auditoria,9159.89 €,31/05/2023
Despesa com transporte de colaboradores - urbano - Fatura nº 6604/2024,Despesas de Transporte e Logística,6750.95 €,04-08-2023
Serviço de VoIP empresarial 500 Mbps - NOWO - Fatura nº 4146/2024,Telecomunicações,4601.35 €,30.07.2023
Serviço de auditoria de segurança da informação pontual conforme SOX (Período: Nov/2024),Serviços de Auditoria,7093.84 €,15/07/2023
Formação em gestão de conflitos para colaboradores - online 8 horas (NIF: 8472466980),Formação e Desenvolvimento,710.16€,26-01-2023
Serviço jurídico de direito laboral - elaboração de acordo (Período: Nov/2024),Serviços Jurídicos,2488.68 €,29-06-2023
Manutenção corretiva anual de equipamentos de escritório (Período: Dez/2024),Serviços de Manutenção,1567.08 €,2023-12-04
Serviço de branding para Google Ads (NIF: 6376641738),Serviços de Marketing,5803.89€,14-04-2023
Despesa com transporte de colaboradores - internacional - Cód. I9539,Despesas de Transporte e Logística,8059.75 €,13/05/2023
Serviço de auditoria forense trimestral conforme ISO 9001 - Cód. Y2225,Serviços de Auditoria,9404.33€,03-03-2023
Serviço de preparação de IES anual (Período: Jun/2024),Serviços de Contabilidade,9609.85€,18-01-2023
Consultoria em estratégia empresarial - pontual (Período: Out/2024),Serviços de Consultoria,4328.97€,29/01/2023
Serviço de organização de eventos para Instagram - Cód. R5544,Serviços de Marketing,6876.69 €,01-08-2023
Fornecimento de pacote de calendários para escritório - Fatura nº 1262/2024,Material de Escritório,9287.20 €,02-04-2023
Fornecimento de água para instalações - tarifa tri-horária (Iberdrola) - Fatura nº 4421/2024,Energia e Utilidades,1908.16€,11.08.2023
Serviço de auditoria interna pontual conforme ISO 27001 - Ref: M323,Serviços de Auditoria,3314.03€,04.10.2023
Manutenção corretiva semestral de veículos da empresa - Fatura nº 5466/2024,Serviços de Manutenção,4763.90 €,2023-10-26
Contratação de seguro de cibersegurança - cobertura all-risk (Generali) - Ref: F961,Seguros,8340.25 €,20-09-2023
Contratação de seguro de frota automóvel - cobertura all-risk (Allianz) - Ref: P238,Seguros,3741.27 €,23/05/2023
Fornecimento de energias renováveis para instalações - tarifa simples (EDP) (NIF: 5108695152),Energia e Utilidades,5497.61 €,11-10-2023
Manutenção preventiva mensal de rede informática (NIF: 8272747744),Serviços de Manutenção,2030.07€,2023-07-21
Serviço jurídico de assessoria contratual - elaboração de parecer (Período: Out/2024),Serviços Jurídicos,3324.95€,14.12.2023
Serviço de plano de dados móveis empresarial 100 Mbps - Vodafone - Ref: M179,Telecomunicações,5400.89€,2023-10-14
Formação em segurança no trabalho para colaboradores - online 24 horas (NIF: 6950618964),Formação e Desenvolvimento,7914.68€,27/05/2023
Tablet LG Advanced para uso profissional - Cód. U2518,Equipamentos Informáticos,5649.00 €,12/01/2023
Portátil BenQ Ultra para uso profissional - Cód. I2433,Equipamentos Informáticos,2142.74€,2023-08-10
Serviço de auditoria de conformidade semestral conforme ISO 9001 - Cód. R4973,Serviços de Auditoria,6748.85€,19/01/2023
Contratação de seguro de cibersegurança - cobertura premium (Ageas) (NIF: 9828043801),Seguros,1965.70 €,07-12-2023
Teclado Asus Elite para uso profissional - Fatura nº 3010/2024,Equipamentos Informáticos,603.96 €,27-01-2023
Portátil Lenovo Basic para uso profissional - Ref: I535,Equipamentos Informáticos,8155.61€,2023-07-19
quadro branco em metal branco para escritório - Ref: Y863,Mobiliário e Equipamento de Escritório,4340.48€,26/07/2023
Consultoria em gestão de projetos - contrato anual - Cód. T7233,Serviços de Consultoria,8181.46 €,2023-12-09
Contratação de seguro de responsabilidade civil - cobertura básica (Generali) - Cód. J3578,Seguros,4162.63€,15-03-2023
Serviço de centralita virtual empresarial 100 Mbps - MEO (Período: Dez/2024),Telecomunicações,325.17 €,07.01.2023
Serviço de auditoria de qualidade pontual conforme ISO 14001 - Ref: U600,Serviços de Auditoria,4716.89€,24/06/2023
Licença perpétua de AutoCAD Enterprise - Ref: V773,Licenciamento de Software,7745.16€,20-12-2023
Serviço de organização de eventos para Google Ads - Ref: H882,Serviços de Marketing,3772.81 €,04-09-2023
Serviço jurídico de propriedade intelectual - elaboração de acordo - Cód. G2324,Serviços Jurídicos,8187.16€,2023-02-19
Serviço jurídico de fusões e aquisições - elaboração de acordo (Período: Jan/2024),Serviços Jurídicos,8995.37€,14/11/2023
Fornecimento de energias renováveis para instalações - tarifa bi-horária (Goldenergy) (NIF: 5568494885),Energia e Utilidades,9223.22€,15-03-2023
Formação em Excel avançado para colaboradores - online 16 horas - Fatura nº 1552/2024,Formação e Desenvolvimento,676.10€,2023-12-16
Fornecimento de pacote de papel A4 para escritório - Ref: Q308,Material de Escritório,8214.31€,22-09-2023
Serviço de produção de vídeo para YouTube (NIF: 2570178723),Serviços de Marketing,5828.59€,15.02.2023
secretária em vidro cinza para escritório (NIF: 5891851850),Mobiliário e Equipamento de Escritório,8984.89 €,2023-12-02
Fornecimento de gás natural para instalações - tarifa simples (Galp) - Fatura nº 5641/2024,Energia e Utilidades,3121.25 €,2023-01-03
Serviço jurídico de propriedade intelectual - elaboração de contrato - Cód. S9251,Serviços Jurídicos,4314.27€,2023-01-08
Formação em gestão de conflitos para colaboradores - online 40 horas - Ref: M981,Formação e Desenvolvimento,3646.81 €,2023-08-13
Consultoria em marketing digital - contrato anual (Período: Out/2024),Serviços de Consultoria,5163.21 €,01-06-2023
Consultoria em sustentabilidade - contrato anual - Cód. F7228,Serviços de Consultoria,5853.61€,14-03-2023
Formação em Excel avançado para colaboradores - online 24 horas - Fatura nº 7811/2024,Formação e Desenvolvimento,1394.35 €,31.08.2023
Formação em liderança para colaboradores - online 16 horas - Ref: T508,Formação e Desenvolvimento,6792.44 €,2023-01-23
Serviço de auditoria ambiental semestral conforme RGPD (Período: Ago/2024),Serviços de Auditoria,3759.00€,15/11/2023
Consultoria em recursos humanos - projeto de 3 meses (NIF: 2409606451),Serviços de Consultoria,2457.58€,2023-08-07
armário de arquivo em couro sintético branco para escritório - Fatura nº 4289/2024,Mobiliário e Equipamento de Escritório,3112.59€,25.01.2023
Serviço de relações públicas para LinkedIn - Cód. T8433,Serviços de Marketing,3943.01€,16/05/2023
Serviço de telefonia fixa empresarial 100 Mbps - NOWO - Ref: S992,Telecomunicações,5135.32 €,26.01.2023
Serviço de campanha publicitária para Google Ads - Cód. W4059,Serviços de Marketing,510.21 €,01-05-2023
Fornecimento de conjunto de agendas para escritório (NIF: 5540171349),Material de Escritório,9835.20 €,2023-04-12
Serviço de auditoria de conformidade trimestral conforme RGPD (NIF: 5913669823),Serviços de Auditoria,8828.51€,29.03.2023
Serviço de produção de vídeo para Facebook (NIF: 5858650199),Serviços de Marketing,9487.77€,2023-02-06
Manutenção corretiva anual de elevadores (NIF: 8804176105),Serviços de Manutenção,3739.41€,05/09/2023
Manutenção preditiva anual de sistemas de climatização (NIF: 6630911125),Serviços de Manutenção,7177.03 €,2023-03-20
Fornecimento de conjunto de agendas para escritório - Cód. O4534,Material de Escritório,5672.58 €,2023-01-05
Serviço de internet de fibra ótica empresarial 100 Mbps - NOWO (Período: Fev/2024),Telecomunicações,8206.86€,24/04/2023
Licença por dispositivo de Microsoft Office Pro - Cód. N4463,Licenciamento de Software,3726.48€,27/11/2023
Fornecimento de conjunto de agrafadores para escritório - Cód. P4614,Material de Escritório,3522.24 €,2023-08-01
Formação em liderança para colaboradores - blended 16 horas (Período: Ago/2024),Formação e Desenvolvimento,8089.38 €,05-04-2023
Formação em cibersegurança para colaboradores - presencial 24 horas - Cód. Y6268,Formação e Desenvolvimento,5250.96€,2023-05-04
Serviço de campanha publicitária pata TikTok - Fatura nº 7866/2024,Serviços de Marketing,8774.04€,11/08/2023
Monitor LG Basic para uso profissional - Cód. U8540,Equipamentos Informáticos,9202.56€,2023-01-23
Formação em línguas estrangeiras para colaboradores - blended 16 horas (Período: Fev/2024),Formação e Desenvolvimento,773.00€,02/02/2023
Serviço de organização de eventos para Google Ads (Período: Out/2024),Serviços de Marketing,5717.17 €,02/04/2023
Fornecimento de energias renováveis para instalações - tarifa bi-horária (Goldenergy) (NIF: 9910339047),Energia e Utilidades,8409.93 €,25/07/2023
Serviço de auditoria de qualidade trimestral conforme RGPD (NIF: 9293600318),Serviços de Auditoria,1073.68 €,14/12/2023
Consultoria em sustentabilidade - contrato anual - Cód. Q4648,Serviços de Consultoria,3379.73 €,08-05-2023
Manutenção preventiva mensal de rede informática (Período: Ago/2024),Serviços de Manutenção,8643.84€,2023-10-06
Fornecimento de conjunto de tinteiros para escritório - Fatura nº 5132/2024,Material de Escritório,9535.46€,04.01.2023
Serviço de relações públicas para Instagram (Período: Ago/2024),Serviços de Marketing,9452.43 €,2023-10-07
Serviço de branding para LinkedIn - Ref: V349,Serviços de Marketing,7336.03€,18/02/2023
Serviço de relações públicas para Instagram - Fatura nº 5896/2024,Serviços de Marketing,7147.09€,23.12.2023
Serviço de auditoria de sistemas trimestral conforme SOX (Período: Mar/2024),Serviços de Auditoria,2680.52 €,27/05/2023
Serviço de gestão de redes sociais para Instagram (Período: Mai/2024),Serviços de Marketing,5911.06€,19/03/2023
quadro branco em madeira branco para escritório - Ref: R435,Mobiliário e Equipamento de Escritório,9625.25 €,02-12-2023
Despesa com portagens - económico (Período: Fev/2024),Despesas de Transporte e Logística,2513.80 €,2023-06-12
Contratação de seguro de saúde grupal - cobertura standard (Ageas) - Fatura nº 6764/2024,Seguros,1147.74€,23/11/2023
Fornecimento de resma de agrafadores para escritório - Cód. D4023,Material de Escritório,2301.11€,17/10/2023
Contratação de seguro de saúde grupal - cobertura premium (Allianz) (Período: Jul/2024),Seguros,2575.27 €,06-08-2023
Despesa com portagens - nacional (Período: Nov/2024),Despesas de Transporte e Logística,5397.97€,26-09-2023
Serviço de videoconferência empresarial 1 Gbps - NOS - Cód. S3163,Telecomunicações,5041.76 €,2023-03-01
Serviço de email marketing para Facebook - Fatura nº 9937/2024,Serviços de Marketing,7280.21€,01.11.2023
Serviço de consultoria fiscal anual (Período: Mai/2024),Serviços de Contabilidade,9899.06€,01-08-2023
Licença enterprise de QuickBooks Pro (NIF: 8709598305),Licenciamento de Software,9979.20 €,13-01-2023
Fornecimento de conjunto de clips para escritório - Ref: U947,Material de Escritório,9160.35 €,17.10.2023
Serviço de processamento de salários mensal - Cós. N2737,Serviços de Contabilidade,4264.97 €,2023-10-10
Teclado Logitech Advanced para uso profissional - Ref: B947,Equipamentos Informáticos,8245.37€,25/11/2023
Teclado Lenovo Basic para uso profissional - Ref: A129,Equipamentos Informáticos,2177.03 €,2023-12-07
Fornecimento de eletricidade para instalações - tarifa simples (Goldenergy) - Ref: H800,Energia e Utilidades,7753.46 €,16/04/2023
Manutenção corretiva trimestral de sistemas de segurança (NIF: 5610582245),Serviços de Manutenção,7942.92€,2023-06-16
Despesa com manutenção de frota - expresso (Período: Jun/2024),Despesas de Transporte e Logística,2158.40€,01/12/2023
Serviço de design gráfico para YouTube - Cód. Q4607,Serviços de Marketing,6403.90€,20-12-2023
Serviço de apoio em auditorias fiscais anual (Período: Jul/2024),Serviços de Contabilidade,5216.81 €,24.08.2023
Consultoria em recursos humanos - contrato anual - Ref: N897,Serviços de Consultoria,9128.53 €,26-12-2023
Licença enterprise de Microsoft Office Enterprise - Ref: L895,Licenciamento de Software,3640.68€,20.02.2023
Serviço de gestão de redes sociais para Facebook - Ref: U408,Serviços de Marketing,9733.59€,24.03.2023
Despesa com transporte de colaboradores - nacional (Período: Jul/2024),Despesas de Transporte e Logística,5921.40 €,17/06/2023
Fornecimento de gás natural para instalações - tarifa tri-horária (Endesa) - Fatura nº 8722/2024,Energia e Utilidades,1713.42€,2023-06-30
projetor em metal preto para escritório - Ref: L939,Mobiliário e Equipamento de Escritório,6490.03 €,10.03.2023
Serviço de internet de fibra ótica empressrial 100 Mbps - Vodafone - Ref: L939,Telecomunicações,696.43€,2023-06-07
Fornecimento de pacote de furadores para escritório - Ref: L688,Material de Escritório,8372.67€,2023-07-01
Fornecimento de gás natural para instalações - tarifa tri-horária (EDP) (Período: Out/2024),Energia e Utilidades,6674.97 €,08-08-2023
Serviço de SEO para LinkedIn - Fatura nº 3149/2024,Serviços de Marketing,9989.83€,20.12.2023
Scanner Lenovo Turbo para uso profissional - Fatura nº 1146/2024,Equipamentos Informáticos,844.28€,21.02.2023
Contratação de seguro de responsabilidade civil - cobertura premium (Ageas) (NIF: 5312538737),Seguros,3680.87€,16-10-2023
Formação em gestão de equipas remotas para colaboradores - presencial 24 horas - Ref: M980,Formação e Desenvolvimento,8220.61€,15-04-2023
Manutenção corretiva trimestral de rede informática - Cód. X1771,Serviços de Manutenção,9884.31€,2023-05-11
Fornecimento de caixa de agendas para escritório - Fatura nº 8182/2024,Material de Escritório,1025.31 €,16/04/2023
Formação em RGPD para colaboradores - presencial 40 horas - Fatura nº 9232/2024,Formação e Desenvolvimento,4294.24 €,24.11.2023
Manutenção preditiva trimestral de veículos da empresa - Cód. A9709,Serviços de Manutenção,3565.24 €,21/04/2023
Disco Rígido Externo HP Basic para uso profissional (NIF: 9411439571),Equipamentos Informáticos,6731.37 €,13-03-2023
sistema de videoconferência em vidro cinza para escritório - Ref: C964,Mobiliário e Equipamento de Escritório,3532.67 €,09-12-2023
